# BEGIN DATA
Process=pp -> e~vj + ev~j
2.800000e+03 3.000000e+03 2.015623e-09 6.640074e-12 6.640074e-12
3.000000e+03 6.500000e+03 6.475588e-11 2.451663e-13 2.451663e-13
# END HISTO1D

# BEGIN HISTO1D evj_pTV_d1K_NLO
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 7.945008e-02 2.275597e-04 2.275597e-04
4.000000e+01 5.000000e+01 8.138358e-02 2.466265e-04 2.466265e-04
5.000000e+01 6.000000e+01 8.317913e-02 2.896728e-04 2.896728e-04
6.000000e+01 7.000000e+01 8.436699e-02 3.363220e-04 3.363220e-04
7.000000e+01 8.000000e+01 8.560949e-02 3.850077e-04 3.850077e-04
8.000000e+01 9.000000e+01 8.641269e-02 2.625465e-04 2.625465e-04
9.000000e+01 1.000000e+02 8.732107e-02 2.818837e-04 2.818837e-04
1.000000e+02 1.100000e+02 8.873483e-02 3.033189e-04 3.033189e-04
1.100000e+02 1.200000e+02 9.043138e-02 3.073600e-04 3.073600e-04
1.200000e+02 1.300000e+02 9.215950e-02 3.421631e-04 3.421631e-04
1.300000e+02 1.400000e+02 9.335681e-02 3.696308e-04 3.696308e-04
1.400000e+02 1.500000e+02 9.551321e-02 3.906480e-04 3.906480e-04
1.500000e+02 2.000000e+02 1.007265e-01 1.254982e-04 1.254982e-04
2.000000e+02 2.500000e+02 1.090005e-01 1.628912e-04 1.628912e-04
2.500000e+02 3.000000e+02 1.148636e-01 2.049946e-04 2.049946e-04
3.000000e+02 3.500000e+02 1.189644e-01 1.459970e-04 1.459970e-04
3.500000e+02 4.000000e+02 1.225544e-01 1.660263e-04 1.660263e-04
4.000000e+02 4.500000e+02 1.251841e-01 1.984907e-04 1.984907e-04
4.500000e+02 5.000000e+02 1.276988e-01 2.097174e-04 2.097174e-04
5.000000e+02 5.500000e+02 1.300208e-01 2.402409e-04 2.402409e-04
5.500000e+02 6.000000e+02 1.318797e-01 2.780583e-04 2.780583e-04
6.000000e+02 6.500000e+02 1.337665e-01 1.921575e-04 1.921575e-04
6.500000e+02 7.000000e+02 1.355158e-01 2.025179e-04 2.025179e-04
7.000000e+02 7.500000e+02 1.373066e-01 2.288675e-04 2.288675e-04
7.500000e+02 8.000000e+02 1.391218e-01 2.567654e-04 2.567654e-04
8.000000e+02 8.500000e+02 1.407691e-01 2.643587e-04 2.643587e-04
8.500000e+02 9.000000e+02 1.424342e-01 2.986629e-04 2.986629e-04
9.000000e+02 9.500000e+02 1.445007e-01 3.218280e-04 3.218280e-04
9.500000e+02 1.000000e+03 1.462596e-01 3.415443e-04 3.415443e-04
1.000000e+03 1.100000e+03 1.486780e-01 1.520833e-04 1.520833e-04
1.100000e+03 1.200000e+03 1.528963e-01 1.680526e-04 1.680526e-04
1.200000e+03 1.300000e+03 1.569235e-01 1.824512e-04 1.824512e-04
1.300000e+03 1.400000e+03 1.614580e-01 2.079488e-04 2.079488e-04
1.400000e+03 1.600000e+03 1.678823e-01 1.563199e-04 1.563199e-04
1.600000e+03 1.800000e+03 1.786797e-01 2.055692e-04 2.055692e-04
1.800000e+03 2.000000e+03 1.910216e-01 2.792340e-04 2.792340e-04
2.000000e+03 2.200000e+03 2.045615e-01 9.320688e-05 9.320688e-05
2.200000e+03 2.400000e+03 2.203786e-01 1.108343e-04 1.108343e-04
2.400000e+03 2.600000e+03 2.381649e-01 1.440191e-04 1.440191e-04
2.600000e+03 2.800000e+03 2.591994e-01 1.879108e-04 1.879108e-04
2.800000e+03 3.000000e+03 2.827813e-01 2.453292e-04 2.453292e-04
3.000000e+03 6.500000e+03 3.255632e-01 2.344708e-04 2.344708e-04
# END HISTO1D

# BEGIN HISTO1D evj_pTV_d1K_NNLO
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 1.209573e-02 3.115295e-03 3.115295e-03
4.000000e+01 5.000000e+01 1.304300e-02 3.022469e-03 3.022469e-03
5.000000e+01 6.000000e+01 1.369838e-02 3.283290e-03 3.283290e-03
6.000000e+01 7.000000e+01 1.480553e-02 3.627866e-03 3.627866e-03
7.000000e+01 8.000000e+01 1.522175e-02 3.892939e-03 3.892939e-03
8.000000e+01 9.000000e+01 1.642150e-02 3.709584e-03 3.709584e-03
9.000000e+01 1.000000e+02 1.922950e-02 4.416768e-03 4.416768e-03
1.000000e+02 1.100000e+02 1.968622e-02 4.617126e-03 4.617126e-03
1.100000e+02 1.200000e+02 2.317366e-02 4.746832e-03 4.746832e-03
1.200000e+02 1.300000e+02 2.069348e-02 4.753428e-03 4.753428e-03
1.300000e+02 1.400000e+02 2.145196e-02 4.802072e-03 4.802072e-03
1.400000e+02 1.500000e+02 2.471293e-02 4.855613e-03 4.855613e-03
1.500000e+02 2.000000e+02 2.461253e-02 4.787698e-03 4.787698e-03
2.000000e+02 2.500000e+02 3.213331e-02 4.363009e-03 4.363009e-03
2.500000e+02 3.000000e+02 3.298135e-02 4.998066e-03 4.998066e-03
3.000000e+02 3.500000e+02 3.419992e-02 4.380178e-03 4.380178e-03
3.500000e+02 4.000000e+02 3.840957e-02 4.909772e-03 4.909772e-03
4.000000e+02 4.500000e+02 3.765423e-02 5.482086e-03 5.482086e-03
4.500000e+02 5.000000e+02 3.581209e-02 6.284088e-03 6.284088e-03
5.000000e+02 5.500000e+02 3.764072e-02 3.212800e-03 3.212800e-03
5.500000e+02 6.000000e+02 3.936300e-02 3.340106e-03 3.340106e-03
6.000000e+02 6.500000e+02 4.141246e-02 2.315258e-03 2.315258e-03
6.500000e+02 7.000000e+02 4.312440e-02 2.449239e-03 2.449239e-03
7.000000e+02 7.500000e+02 4.307944e-02 1.852532e-03 1.852532e-03
7.500000e+02 8.000000e+02 4.437761e-02 2.226799e-03 2.226799e-03
8.000000e+02 8.500000e+02 4.337625e-02 2.768568e-03 2.768568e-03
8.500000e+02 9.000000e+02 4.450201e-02 3.264793e-03 3.264793e-03
9.000000e+02 9.500000e+02 4.584496e-02 3.642490e-03 3.642490e-03
9.500000e+02 1.000000e+03 4.528700e-02 4.083052e-03 4.083052e-03
1.000000e+03 1.100000e+03 4.727029e-02 2.471501e-03 2.471501e-03
1.100000e+03 1.200000e+03 5.185647e-02 2.633412e-03 2.633412e-03
1.200000e+03 1.300000e+03 5.481111e-02 2.302976e-03 2.302976e-03
1.300000e+03 1.400000e+03 5.243614e-02 2.494263e-03 2.494263e-03
1.400000e+03 1.600000e+03 5.950758e-02 2.967246e-03 2.967246e-03
1.600000e+03 1.800000e+03 6.626281e-02 3.827513e-03 3.827513e-03
1.800000e+03 2.000000e+03 6.814304e-02 4.472082e-03 4.472082e-03
2.000000e+03 2.200000e+03 7.424191e-02 3.388861e-03 3.388861e-03
2.200000e+03 2.400000e+03 8.367977e-02 3.965362e-03 3.965362e-03
2.400000e+03 2.600000e+03 9.448221e-02 4.492776e-03 4.492776e-03
2.600000e+03 2.800000e+03 1.078174e-01 4.938206e-03 4.938206e-03
2.800000e+03 3.000000e+03 1.160815e-01 6.132901e-03 6.132901e-03
3.000000e+03 6.500000e+03 1.421269e-01 7.780907e-03 7.780907e-03
# END HISTO1D

# BEGIN HISTO1D evj_pTV_d2K_NLO
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -7.911232e-02 -2.265923e-04 -2.265923e-04
4.000000e+01 5.000000e+01 -8.076951e-02 -2.447656e-04 -2.447656e-04
5.000000e+01 6.000000e+01 -8.220055e-02 -2.862649e-04 -2.862649e-04
6.000000e+01 7.000000e+01 -8.294140e-02 -3.306390e-04 -3.306390e-04
7.000000e+01 8.000000e+01 -8.364653e-02 -3.761797e-04 -3.761797e-04
8.000000e+01 9.000000e+01 -8.383381e-02 -2.547111e-04 -2.547111e-04
9.000000e+01 1.000000e+02 -8.403588e-02 -2.712787e-04 -2.712787e-04
1.000000e+02 1.100000e+02 -8.463149e-02 -2.892926e-04 -2.892926e-04
1.100000e+02 1.200000e+02 -8.539585e-02 -2.902451e-04 -2.902451e-04
1.200000e+02 1.300000e+02 -8.608444e-02 -3.196081e-04 -3.196081e-04
1.300000e+02 1.400000e+02 -8.617552e-02 -3.411977e-04 -3.411977e-04
1.400000e+02 1.500000e+02 -8.704427e-02 -3.560101e-04 -3.560101e-04
1.500000e+02 2.000000e+02 -9.054067e-02 -1.128073e-04 -1.128073e-04
2.000000e+02 2.500000e+02 -9.014640e-02 -1.347154e-04 -1.347154e-04
2.500000e+02 3.000000e+02 -8.525959e-02 -1.521610e-04 -1.521610e-04
3.000000e+02 3.500000e+02 -7.718181e-02 -9.472002e-05 -9.472002e-05
3.500000e+02 4.000000e+02 -6.746112e-02 -9.139063e-05 -9.139063e-05
4.000000e+02 4.500000e+02 -5.641343e-02 -8.944858e-05 -8.944858e-05
4.500000e+02 5.000000e+02 -4.494997e-02 -7.382051e-05 -7.382051e-05
5.000000e+02 5.500000e+02 -3.335107e-02 -6.162314e-05 -6.162314e-05
5.500000e+02 6.000000e+02 -2.182837e-02 -4.602344e-05 -4.602344e-05
6.000000e+02 6.500000e+02 -1.068422e-02 -1.534805e-05 -1.534805e-05
6.500000e+02 7.000000e+02 0.000000e+00 0.000000e+00 0.000000e+00
7.000000e+02 7.500000e+02 1.015693e-02 1.692993e-05 1.692993e-05
7.500000e+02 8.000000e+02 1.977366e-02 3.649457e-05 3.649457e-05
8.000000e+02 8.500000e+02 2.881627e-02 5.411579e-05 5.411579e-05
8.500000e+02 9.000000e+02 3.731899e-02 7.825229e-05 7.825229e-05
9.000000e+02 9.500000e+02 4.543124e-02 1.011832e-04 1.011832e-04
9.500000e+02 1.000000e+03 5.298460e-02 1.237293e-04 1.237293e-04
1.000000e+03 1.100000e+03 6.035963e-02 6.174206e-05 6.174206e-05
1.100000e+03 1.200000e+03 7.375549e-02 8.106675e-05 8.106675e-05
1.200000e+03 1.300000e+03 8.572867e-02 9.967466e-05 9.967466e-05
1.300000e+03 1.400000e+03 9.687481e-02 1.247693e-04 1.247693e-04
1.400000e+03 1.600000e+03 1.083396e-01 1.008780e-04 1.008780e-04
1.600000e+03 1.800000e+03 1.280563e-01 1.473275e-04 1.473275e-04
1.800000e+03 2.000000e+03 1.469497e-01 2.148100e-04 2.148100e-04
2.000000e+03 2.200000e+03 1.654762e-01 7.539799e-05 7.539799e-05
2.200000e+03 2.400000e+03 1.849924e-01 9.303763e-05 9.303763e-05
2.400000e+03 2.600000e+03 2.056135e-01 1.243351e-04 1.243351e-04
2.600000e+03 2.800000e+03 2.287054e-01 1.658037e-04 1.658037e-04
2.800000e+03 3.000000e+03 2.538614e-01 2.202395e-04 2.202395e-04
3.000000e+03 6.500000e+03 2.963670e-01 2.134437e-04 2.134437e-04
# END HISTO1D

# BEGIN HISTO1D evj_pTV_d2K_NNLO
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -1.204431e-02 -3.102051e-03 -3.102051e-03
4.000000e+01 5.000000e+01 -1.294459e-02 -2.999663e-03 -2.999663e-03
5.000000e+01 6.000000e+01 -1.353723e-02 -3.244663e-03 -3.244663e-03
6.000000e+01 7.000000e+01 -1.455535e-02 -3.566564e-03 -3.566564e-03
7.000000e+01 8.000000e+01 -1.487273e-02 -3.803676e-03 -3.803676e-03
8.000000e+01 9.000000e+01 -1.593142e-02 -3.598876e-03 -3.598876e-03
9.000000e+01 1.000000e+02 -1.850605e-02 -4.250600e-03 -4.250600e-03
1.000000e+02 1.100000e+02 -1.877587e-02 -4.403617e-03 -4.403617e-03
1.100000e+02 1.200000e+02 -2.188327e-02 -4.482512e-03 -4.482512e-03
1.200000e+02 1.300000e+02 -1.932939e-02 -4.440087e-03 -4.440087e-03
1.300000e+02 1.400000e+02 -1.980181e-02 -4.432682e-03 -4.432682e-03
1.400000e+02 1.500000e+02 -2.252169e-02 -4.425077e-03 -4.425077e-03
1.500000e+02 2.000000e+02 -2.212362e-02 -4.303549e-03 -4.303549e-03
2.000000e+02 2.500000e+02 -2.657512e-02 -3.608326e-03 -3.608326e-03
2.500000e+02 3.000000e+02 -2.448100e-02 -3.709904e-03 -3.709904e-03
3.000000e+02 3.500000e+02 -2.218824e-02 -2.841774e-03 -2.841774e-03
3.500000e+02 4.000000e+02 -2.114288e-02 -2.702627e-03 -2.702627e-03
4.000000e+02 4.500000e+02 -1.696864e-02 -2.470468e-03 -2.470468e-03
4.500000e+02 5.000000e+02 -1.260586e-02 -2.211999e-03 -2.211999e-03
5.000000e+02 5.500000e+02 -9.655054e-03 -8.241012e-04 -8.241012e-04
5.500000e+02 6.000000e+02 -6.515255e-03 -5.528451e-04 -5.528451e-04
6.000000e+02 6.500000e+02 -3.307705e-03 -1.849248e-04 -1.849248e-04
6.500000e+02 7.000000e+02 0.000000e+00 0.000000e+00 0.000000e+00
7.000000e+02 7.500000e+02 3.186698e-03 1.370366e-04 1.370366e-04
7.500000e+02 8.000000e+02 6.307478e-03 3.164994e-04 3.164994e-04
8.000000e+02 8.500000e+02 8.879373e-03 5.667422e-04 5.667422e-04
8.500000e+02 9.000000e+02 1.165991e-02 8.554043e-04 8.554043e-04
9.000000e+02 9.500000e+02 1.441373e-02 1.145205e-03 1.145205e-03
9.500000e+02 1.000000e+03 1.640586e-02 1.479143e-03 1.479143e-03
1.000000e+03 1.100000e+03 1.919057e-02 1.003369e-03 1.003369e-03
1.100000e+03 1.200000e+03 2.501499e-02 1.270329e-03 1.270329e-03
1.200000e+03 1.300000e+03 2.994379e-02 1.258136e-03 1.258136e-03
1.300000e+03 1.400000e+03 3.146168e-02 1.496558e-03 1.496558e-03
1.400000e+03 1.600000e+03 3.840206e-02 1.914854e-03 1.914854e-03
1.600000e+03 1.800000e+03 4.748927e-02 2.743105e-03 2.743105e-03
1.800000e+03 2.000000e+03 5.242130e-02 3.440298e-03 3.440298e-03
2.000000e+03 2.200000e+03 6.005663e-02 2.741356e-03 2.741356e-03
2.200000e+03 2.400000e+03 7.024331e-02 3.328644e-03 3.328644e-03
2.400000e+03 2.600000e+03 8.156875e-02 3.878721e-03 3.878721e-03
2.600000e+03 2.800000e+03 9.513300e-02 4.357241e-03 4.357241e-03
2.800000e+03 3.000000e+03 1.042099e-01 5.505693e-03 5.505693e-03
3.000000e+03 6.500000e+03 1.293811e-01 7.083124e-03 7.083124e-03
# END HISTO1D

# BEGIN HISTO1D evj_pTV_d3K_NLO
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 6.874993e-03 2.954537e-04 2.954537e-04
4.000000e+01 5.000000e+01 8.759177e-03 3.212485e-04 3.212485e-04
5.000000e+01 6.000000e+01 1.239368e-02 3.724732e-04 3.724732e-04
6.000000e+01 7.000000e+01 1.370009e-02 4.273059e-04 4.273059e-04
7.000000e+01 8.000000e+01 1.718061e-02 4.907553e-04 4.907553e-04
8.000000e+01 9.000000e+01 1.861688e-02 4.193987e-04 4.193987e-04
9.000000e+01 1.000000e+02 1.883900e-02 3.975850e-04 3.975850e-04
1.000000e+02 1.100000e+02 2.023921e-02 4.238872e-04 4.238872e-04
1.100000e+02 1.200000e+02 2.265306e-02 4.406630e-04 4.406630e-04
1.200000e+02 1.300000e+02 2.272201e-02 4.831060e-04 4.831060e-04
1.300000e+02 1.400000e+02 2.202532e-02 5.404788e-04 5.404788e-04
1.400000e+02 1.500000e+02 2.347972e-02 5.872455e-04 5.872455e-04
1.500000e+02 2.000000e+02 2.077535e-02 1.884664e-04 1.884664e-04
2.000000e+02 2.500000e+02 1.932749e-02 2.449754e-04 2.449754e-04
2.500000e+02 3.000000e+02 1.831619e-02 3.118744e-04 3.118744e-04
3.000000e+02 3.500000e+02 1.734356e-02 2.193709e-04 2.193709e-04
3.500000e+02 4.000000e+02 1.595273e-02 2.421451e-04 2.421451e-04
4.000000e+02 4.500000e+02 1.532962e-02 2.812590e-04 2.812590e-04
4.500000e+02 5.000000e+02 1.486252e-02 3.103140e-04 3.103140e-04
5.000000e+02 5.500000e+02 1.351480e-02 3.518393e-04 3.518393e-04
5.500000e+02 6.000000e+02 1.359703e-02 4.015187e-04 4.015187e-04
6.000000e+02 6.500000e+02 1.249442e-02 2.990611e-04 2.990611e-04
6.500000e+02 7.000000e+02 1.172033e-02 3.121357e-04 3.121357e-04
7.000000e+02 7.500000e+02 1.176222e-02 3.430832e-04 3.430832e-04
7.500000e+02 8.000000e+02 1.075880e-02 3.761284e-04 3.761284e-04
8.000000e+02 8.500000e+02 1.013713e-02 3.996106e-04 3.996106e-04
8.500000e+02 9.000000e+02 1.129403e-02 4.476666e-04 4.476666e-04
9.000000e+02 9.500000e+02 1.108558e-02 4.903464e-04 4.903464e-04
9.500000e+02 1.000000e+03 1.023952e-02 5.120541e-04 5.120541e-04
1.000000e+03 1.100000e+03 1.046637e-02 2.342742e-04 2.342742e-04
1.100000e+03 1.200000e+03 1.154969e-02 2.514160e-04 2.514160e-04
1.200000e+03 1.300000e+03 1.267951e-02 2.778307e-04 2.778307e-04
1.300000e+03 1.400000e+03 1.404202e-02 3.148040e-04 3.148040e-04
1.400000e+03 1.600000e+03 1.708883e-02 2.385176e-04 2.385176e-04
1.600000e+03 1.800000e+03 2.273919e-02 3.133912e-04 3.133912e-04
1.800000e+03 2.000000e+03 3.118185e-02 4.177588e-04 4.177588e-04
2.000000e+03 2.200000e+03 4.154677e-02 1.574184e-04 1.574184e-04
2.200000e+03 2.400000e+03 5.590484e-02 1.776606e-04 1.776606e-04
2.400000e+03 2.600000e+03 7.276216e-02 2.206258e-04 2.206258e-04
2.600000e+03 2.800000e+03 9.561381e-02 2.808922e-04 2.808922e-04
2.800000e+03 3.000000e+03 1.233544e-01 3.616363e-04 3.616363e-04
3.000000e+03 6.500000e+03 1.779473e-01 3.324862e-04 3.324862e-04
# END HISTO1D

# BEGIN HISTO1D evj_pTV_d3K_NNLO
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -2.884111e-02 7.396459e-03 7.396459e-03
4.000000e+01 5.000000e+01 -1.280998e-02 7.392977e-03 7.392977e-03
5.000000e+01 6.000000e+01 -3.779639e-02 7.528624e-03 7.528624e-03
6.000000e+01 7.000000e+01 -1.260368e-02 7.756978e-03 7.756978e-03
7.000000e+01 8.000000e+01 -8.807184e-03 7.920534e-03 7.920534e-03
8.000000e+01 9.000000e+01 4.015319e-04 8.012204e-03 8.012204e-03
9.000000e+01 1.000000e+02 -1.192386e-02 8.320329e-03 8.320329e-03
1.000000e+02 1.100000e+02 -6.497610e-03 8.513630e-03 8.513630e-03
1.100000e+02 1.200000e+02 2.751939e-03 8.591060e-03 8.591060e-03
1.200000e+02 1.300000e+02 -1.570288e-02 8.848459e-03 8.848459e-03
1.300000e+02 1.400000e+02 4.051135e-03 8.815760e-03 8.815760e-03
1.400000e+02 1.500000e+02 -8.006359e-03 8.810584e-03 8.810584e-03
1.500000e+02 2.000000e+02 -7.707419e-04 5.652364e-03 5.652364e-03
2.000000e+02 2.500000e+02 9.658941e-03 5.461249e-03 5.461249e-03
2.500000e+02 3.000000e+02 1.157098e-02 5.864314e-03 5.864314e-03
3.000000e+02 3.500000e+02 7.736868e-03 5.310370e-03 5.310370e-03
3.500000e+02 4.000000e+02 1.342387e-02 5.832270e-03 5.832270e-03
4.000000e+02 4.500000e+02 4.641420e-03 6.226906e-03 6.226906e-03
4.500000e+02 5.000000e+02 -1.425418e-03 6.969305e-03 6.969305e-03
5.000000e+02 5.500000e+02 8.300661e-03 4.445282e-03 4.445282e-03
5.500000e+02 6.000000e+02 9.000951e-03 4.314065e-03 4.314065e-03
6.000000e+02 6.500000e+02 8.165117e-03 3.585612e-03 3.585612e-03
6.500000e+02 7.000000e+02 1.540685e-02 3.766960e-03 3.766960e-03
7.000000e+02 7.500000e+02 8.239466e-03 3.423949e-03 3.423949e-03
7.500000e+02 8.000000e+02 5.828151e-03 3.642859e-03 3.642859e-03
8.000000e+02 8.500000e+02 1.332313e-02 4.037239e-03 4.037239e-03
8.500000e+02 9.000000e+02 1.536214e-02 4.349190e-03 4.349190e-03
9.000000e+02 9.500000e+02 1.474247e-02 4.800677e-03 4.800677e-03
9.500000e+02 1.000000e+03 4.178076e-03 5.236543e-03 5.236543e-03
1.000000e+03 1.100000e+03 8.615055e-03 3.312672e-03 3.312672e-03
1.100000e+03 1.200000e+03 2.363972e-02 3.509667e-03 3.509667e-03
1.200000e+03 1.300000e+03 2.466929e-02 3.502545e-03 3.502545e-03
1.300000e+03 1.400000e+03 1.849122e-02 3.810129e-03 3.810129e-03
1.400000e+03 1.600000e+03 2.383331e-02 3.653745e-03 3.653745e-03
1.600000e+03 1.800000e+03 4.725429e-02 4.551341e-03 4.551341e-03
1.800000e+03 2.000000e+03 5.238971e-02 5.342690e-03 5.342690e-03
2.000000e+03 2.200000e+03 7.023397e-02 4.790641e-03 4.790641e-03
2.200000e+03 2.400000e+03 9.715834e-02 5.349207e-03 5.349207e-03
2.400000e+03 2.600000e+03 1.349197e-01 5.936600e-03 5.936600e-03
2.600000e+03 2.800000e+03 1.781937e-01 6.450364e-03 6.450364e-03
2.800000e+03 3.000000e+03 2.080149e-01 7.454541e-03 7.454541e-03
3.000000e+03 6.500000e+03 2.820289e-01 8.076443e-03 8.076443e-03
# END HISTO1D

# BEGIN HISTO1D evj_pTV_kappa_NLO_EW
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -3.486202e-03 -1.844212e-05 -1.844212e-05
4.000000e+01 5.000000e+01 -3.506396e-03 -1.727161e-05 -1.727161e-05
5.000000e+01 6.000000e+01 -9.569121e-03 -1.951943e-05 -1.951943e-05
6.000000e+01 7.000000e+01 -1.297428e-02 -2.359669e-05 -2.359669e-05
7.000000e+01 8.000000e+01 -1.625936e-02 -2.737853e-05 -2.737853e-05
8.000000e+01 9.000000e+01 -1.959651e-02 -1.952314e-05 -1.952314e-05
9.000000e+01 1.000000e+02 -2.312185e-02 -2.034715e-05 -2.034715e-05
1.000000e+02 1.100000e+02 -2.673840e-02 -2.298246e-05 -2.298246e-05
1.100000e+02 1.200000e+02 -3.055923e-02 -2.588186e-05 -2.588186e-05
1.200000e+02 1.300000e+02 -3.436135e-02 -2.964922e-05 -2.964922e-05
1.300000e+02 1.400000e+02 -3.824407e-02 -3.390485e-05 -3.390485e-05
1.400000e+02 1.500000e+02 -4.228779e-02 -3.857033e-05 -3.857033e-05
1.500000e+02 2.000000e+02 -5.228189e-02 -2.223410e-05 -2.223410e-05
2.000000e+02 2.500000e+02 -7.218107e-02 -3.948820e-05 -3.948820e-05
2.500000e+02 3.000000e+02 -9.112383e-02 -6.437628e-05 -6.437628e-05
3.000000e+02 3.500000e+02 -1.089479e-01 -2.236251e-05 -2.236251e-05
3.500000e+02 4.000000e+02 -1.255734e-01 -2.820480e-05 -2.820480e-05
4.000000e+02 4.500000e+02 -1.414191e-01 -3.727405e-05 -3.727405e-05
4.500000e+02 5.000000e+02 -1.561742e-01 -4.719031e-05 -4.719031e-05
5.000000e+02 5.500000e+02 -1.701578e-01 -5.883082e-05 -5.883082e-05
5.500000e+02 6.000000e+02 -1.834061e-01 -7.282222e-05 -7.282222e-05
6.000000e+02 6.500000e+02 -1.962176e-01 -4.522304e-05 -4.522304e-05
6.500000e+02 7.000000e+02 -2.083628e-01 -5.081138e-05 -5.081138e-05
7.000000e+02 7.500000e+02 -2.200731e-01 -5.615856e-05 -5.615856e-05
7.500000e+02 8.000000e+02 -2.314206e-01 -6.458791e-05 -6.458791e-05
8.000000e+02 8.500000e+02 -2.422832e-01 -7.805143e-05 -7.805143e-05
8.500000e+02 9.000000e+02 -2.528802e-01 -9.236148e-05 -9.236148e-05
9.000000e+02 9.500000e+02 -2.631502e-01 -9.801668e-05 -9.801668e-05
9.500000e+02 1.000000e+03 -2.727975e-01 -1.119575e-04 -1.119575e-04
1.000000e+03 1.100000e+03 -2.866355e-01 -3.844324e-05 -3.844324e-05
1.100000e+03 1.200000e+03 -3.052545e-01 -4.465227e-05 -4.465227e-05
1.200000e+03 1.300000e+03 -3.231372e-01 -5.421928e-05 -5.421928e-05
1.300000e+03 1.400000e+03 -3.403781e-01 -6.633995e-05 -6.633995e-05
1.400000e+03 1.600000e+03 -3.630204e-01 -6.130986e-05 -6.130986e-05
1.600000e+03 1.800000e+03 -3.951925e-01 -9.096143e-05 -9.096143e-05
1.800000e+03 2.000000e+03 -4.262503e-01 -1.288044e-04 -1.288044e-04
2.000000e+03 2.200000e+03 -4.568798e-01 -3.348580e-05 -3.348580e-05
2.200000e+03 2.400000e+03 -4.872737e-01 -4.241799e-05 -4.241799e-05
2.400000e+03 2.600000e+03 -5.178542e-01 -5.811979e-05 -5.811979e-05
2.600000e+03 2.800000e+03 -5.491369e-01 -8.101065e-05 -8.101065e-05
2.800000e+03 3.000000e+03 -5.813069e-01 -1.161729e-04 -1.161729e-04
3.000000e+03 6.500000e+03 -6.320481e-01 -1.307763e-04 -1.307763e-04
# END HISTO1D

# BEGIN HISTO1D evj_pTV_kappa_NNLO_Sud
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 7.465087e-05 7.275501e-08 7.275501e-08
4.000000e+01 5.000000e+01 7.234150e-05 8.784650e-08 8.784650e-08
5.000000e+01 6.000000e+01 9.265979e-05 1.142331e-07 1.142331e-07
6.000000e+01 7.000000e+01 1.257589e-04 1.673048e-07 1.673048e-07
7.000000e+01 8.000000e+01 1.699398e-04 2.147116e-07 2.147116e-07
8.000000e+01 9.000000e+01 2.260452e-04 2.992916e-07 2.992916e-07
9.000000e+01 1.000000e+02 2.974496e-04 4.203014e-07 4.203014e-07
1.000000e+02 1.100000e+02 3.836646e-04 5.856427e-07 5.856427e-07
1.100000e+02 1.200000e+02 4.885716e-04 8.108418e-07 8.108418e-07
1.200000e+02 1.300000e+02 6.119887e-04 1.108310e-06 1.108310e-06
1.300000e+02 1.400000e+02 7.519721e-04 1.496932e-06 1.496932e-06
1.400000e+02 1.500000e+02 9.167168e-04 1.991144e-06 1.991144e-06
1.500000e+02 2.000000e+02 1.423466e-03 1.785652e-06 1.785652e-06
2.000000e+02 2.500000e+02 2.757514e-03 5.137408e-06 5.137408e-06
2.500000e+02 3.000000e+02 4.465845e-03 1.133864e-05 1.133864e-05
3.000000e+02 3.500000e+02 6.446803e-03 2.066521e-05 2.066521e-05
3.500000e+02 4.000000e+02 8.720870e-03 3.227677e-05 3.227677e-05
4.000000e+02 4.500000e+02 1.112876e-02 4.636051e-05 4.636051e-05
4.500000e+02 5.000000e+02 1.363497e-02 6.367671e-05 6.367671e-05
5.000000e+02 5.500000e+02 1.636347e-02 8.116526e-05 8.116526e-05
5.500000e+02 6.000000e+02 1.907569e-02 1.049352e-04 1.049352e-04
6.000000e+02 6.500000e+02 2.169797e-02 1.276262e-04 1.276262e-04
6.500000e+02 7.000000e+02 2.467628e-02 1.545360e-04 1.545360e-04
7.000000e+02 7.500000e+02 2.748729e-02 1.860265e-04 1.860265e-04
7.500000e+02 8.000000e+02 3.055349e-02 2.163107e-04 2.163107e-04
8.000000e+02 8.500000e+02 3.408300e-02 2.542971e-04 2.542971e-04
8.500000e+02 9.000000e+02 3.609149e-02 2.821995e-04 2.821995e-04
9.000000e+02 9.500000e+02 3.925763e-02 3.194785e-04 3.194785e-04
9.500000e+02 1.000000e+03 4.227363e-02 3.781170e-04 3.781170e-04
1.000000e+03 1.100000e+03 4.633785e-02 3.240077e-04 3.240077e-04
1.100000e+03 1.200000e+03 5.244404e-02 3.945009e-04 3.945009e-04
1.200000e+03 1.300000e+03 5.777486e-02 4.859809e-04 4.859809e-04
1.300000e+03 1.400000e+03 6.420121e-02 5.702141e-04 5.702141e-04
1.400000e+03 1.600000e+03 7.094488e-02 5.085642e-04 5.085642e-04
